Date,FTAS.Open,FTAS.High,FTAS.Low,FTAS.Close,FTAS.Volume,FTAS.Adjusted,,,,
30-08-85, 646.3 , 646.3 , 646.3 , 646.3 , -   , 646.3 ,TRUE,,,
02-09-85, 646.8 , 646.8 , 646.8 , 646.8 , -   , 646.8 ,TRUE,,,
03-09-85, 645.3 , 645.3 , 645.3 , 645.3 , -   , 645.3 ,TRUE,,,
04-09-85, 642.6 , 642.6 , 642.6 , 642.6 , -   , 642.6 ,TRUE,,,
05-09-85, 640.6 , 640.6 , 640.6 , 640.6 , -   , 640.6 ,TRUE,,,
06-09-85, 644.7 , 644.7 , 644.7 , 644.7 , -   , 644.7 ,TRUE,,,
09-09-85, 643.8 , 643.8 , 643.8 , 643.8 , -   , 643.8 ,TRUE,,,
10-09-85, 636.8 , 636.8 , 636.8 , 636.8 , -   , 636.8 ,TRUE,,,
11-09-85, 631.7 , 631.7 , 631.7 , 631.7 , -   , 631.7 ,TRUE,,,
12-09-85, 635.8 , 635.8 , 635.8 , 635.8 , -   , 635.8 ,TRUE,,,
13-09-85, 634.4 , 634.4 , 634.4 , 634.4 , -   , 634.4 ,TRUE,,,
16-09-85, 631.4 , 631.4 , 631.4 , 631.4 , -   , 631.4 ,TRUE,,,
17-09-85, 629.4 , 629.4 , 629.4 , 629.4 , -   , 629.4 ,TRUE,,,
18-09-85, 629.0 , 629.0 , 629.0 , 629.0 , -   , 629.0 ,TRUE,,,
19-09-85, 633.7 , 633.7 , 633.7 , 633.7 , -   , 633.7 ,TRUE,,,
20-09-85, 631.4 , 631.4 , 631.4 , 631.4 , -   , 631.4 ,TRUE,,,
23-09-85, 628.3 , 628.3 , 628.3 , 628.3 , -   , 628.3 ,TRUE,,,
24-09-85, 623.8 , 623.8 , 623.8 , 623.8 , -   , 623.8 ,TRUE,,,
25-09-85, 619.9 , 619.9 , 619.9 , 619.9 , -   , 619.9 ,TRUE,,,
26-09-85, 618.7 , 618.7 , 618.7 , 618.7 , -   , 618.7 ,TRUE,,,
27-09-85, 622.4 , 622.4 , 622.4 , 622.4 , -   , 622.4 ,TRUE,,,
30-09-85, 626.2 , 626.2 , 626.2 , 626.2 , -   , 626.2 ,TRUE,,,
01-10-85, 629.3 , 629.3 , 629.3 , 629.3 , -   , 629.3 ,TRUE,,,
02-10-85, 633.9 , 633.9 , 633.9 , 633.9 , -   , 633.9 ,TRUE,,,
03-10-85, 634.0 , 634.0 , 634.0 , 634.0 , -   , 634.0 ,TRUE,,,
04-10-85, 637.9 , 637.9 , 637.9 , 637.9 , -   , 637.9 ,TRUE,,,
07-10-85, 635.7 , 635.7 , 635.7 , 635.7 , -   , 635.7 ,TRUE,,,
08-10-85, 633.5 , 633.5 , 633.5 , 633.5 , -   , 633.5 ,TRUE,,,
09-10-85, 635.8 , 635.8 , 635.8 , 635.8 , -   , 635.8 ,TRUE,,,
10-10-85, 638.5 , 638.5 , 638.5 , 638.5 , -   , 638.5 ,TRUE,,,
11-10-85, 642.8 , 642.8 , 642.8 , 642.8 , -   , 642.8 ,TRUE,,,
14-10-85, 643.7 , 643.7 , 643.7 , 643.7 , -   , 643.7 ,TRUE,,,
15-10-85, 643.0 , 643.0 , 643.0 , 643.0 , -   , 643.0 ,TRUE,,,
16-10-85, 645.9 , 645.9 , 645.9 , 645.9 , -   , 645.9 ,TRUE,,,
17-10-85, 650.2 , 650.2 , 650.2 , 650.2 , -   , 650.2 ,TRUE,,,
18-10-85, 652.8 , 652.8 , 652.8 , 652.8 , -   , 652.8 ,TRUE,,,
21-10-85, 652.1 , 652.1 , 652.1 , 652.1 , -   , 652.1 ,TRUE,,,
22-10-85, 649.2 , 649.2 , 649.2 , 649.2 , -   , 649.2 ,TRUE,,,
23-10-85, 654.9 , 654.9 , 654.9 , 654.9 , -   , 654.9 ,TRUE,,,
24-10-85, 656.8 , 656.8 , 656.8 , 656.8 , -   , 656.8 ,TRUE,,,
25-10-85, 656.7 , 656.7 , 656.7 , 656.7 , -   , 656.7 ,TRUE,,,
28-10-85, 658.1 , 658.1 , 658.1 , 658.1 , -   , 658.1 ,TRUE,,,
29-10-85, 664.8 , 664.8 , 664.8 , 664.8 , -   , 664.8 ,TRUE,,,
30-10-85, 669.2 , 669.2 , 669.2 , 669.2 , -   , 669.2 ,TRUE,,,
31-10-85, 670.6 , 670.6 , 670.6 , 670.6 , -   , 670.6 ,TRUE,,,
01-11-85, 672.2 , 672.2 , 672.2 , 672.2 , -   , 672.2 ,TRUE,,,
04-11-85, 672.5 , 672.5 , 672.5 , 672.5 , -   , 672.5 ,TRUE,,,
05-11-85, 674.6 , 674.6 , 674.6 , 674.6 , -   , 674.6 ,TRUE,,,
06-11-85, 678.2 , 678.2 , 678.2 , 678.2 , -   , 678.2 ,TRUE,,,
07-11-85, 675.2 , 675.2 , 675.2 , 675.2 , -   , 675.2 ,TRUE,,,
08-11-85, 676.1 , 676.1 , 676.1 , 676.1 , -   , 676.1 ,TRUE,,,
11-11-85, 671.6 , 671.6 , 671.6 , 671.6 , -   , 671.6 ,TRUE,,,
12-11-85, 673.4 , 673.4 , 673.4 , 673.4 , -   , 673.4 ,TRUE,,,
13-11-85, 680.0 , 680.0 , 680.0 , 680.0 , -   , 680.0 ,TRUE,,,
14-11-85, 677.3 , 677.3 , 677.3 , 677.3 , -   , 677.3 ,TRUE,,,
15-11-85, 682.0 , 682.0 , 682.0 , 682.0 , -   , 682.0 ,TRUE,,,
18-11-85, 682.1 , 682.1 , 682.1 , 682.1 , -   , 682.1 ,TRUE,,,
19-11-85, 684.3 , 684.3 , 684.3 , 684.3 , -   , 684.3 ,TRUE,,,
20-11-85, 689.7 , 689.7 , 689.7 , 689.7 , -   , 689.7 ,TRUE,,,
21-11-85, 696.0 , 696.0 , 696.0 , 696.0 , -   , 696.0 ,TRUE,,,
22-11-85, 699.6 , 699.6 , 699.6 , 699.6 , -   , 699.6 ,TRUE,,,
25-11-85, 702.1 , 702.1 , 702.1 , 702.1 , -   , 702.1 ,TRUE,,,
26-11-85, 693.8 , 693.8 , 693.8 , 693.8 , -   , 693.8 ,TRUE,,,
27-11-85, 695.0 , 695.0 , 695.0 , 695.0 , -   , 695.0 ,TRUE,,,
28-11-85, 692.6 , 692.6 , 692.6 , 692.6 , -   , 692.6 ,TRUE,,,
29-11-85, 696.5 , 696.5 , 696.5 , 696.5 , -   , 696.5 ,TRUE,,,
02-12-85, 688.0 , 688.0 , 688.0 , 688.0 , -   , 688.0 ,TRUE,,,
03-12-85, 685.3 , 685.3 , 685.3 , 685.3 , -   , 685.3 ,TRUE,,,
04-12-85, 679.8 , 679.8 , 679.8 , 679.8 , -   , 679.8 ,TRUE,,,
05-12-85, 676.0 , 676.0 , 676.0 , 676.0 , -   , 676.0 ,TRUE,,,
06-12-85, 679.1 , 679.1 , 679.1 , 679.1 , -   , 679.1 ,TRUE,,,
09-12-85, 679.1 , 679.1 , 679.1 , 679.1 , -   , 679.1 ,TRUE,,,
10-12-85, 673.5 , 673.5 , 673.5 , 673.5 , -   , 673.5 ,TRUE,,,
11-12-85, 667.7 , 667.7 , 667.7 , 667.7 , -   , 667.7 ,TRUE,,,
12-12-85, 668.7 , 668.7 , 668.7 , 668.7 , -   , 668.7 ,TRUE,,,
13-12-85, 669.8 , 669.8 , 669.8 , 669.8 , -   , 669.8 ,TRUE,,,
16-12-85, 667.8 , 667.8 , 667.8 , 667.8 , -   , 667.8 ,TRUE,,,
17-12-85, 662.5 , 662.5 , 662.5 , 662.5 , -   , 662.5 ,TRUE,,,
18-12-85, 667.7 , 667.7 , 667.7 , 667.7 , -   , 667.7 ,TRUE,,,
19-12-85, 672.7 , 672.7 , 672.7 , 672.7 , -   , 672.7 ,TRUE,,,
20-12-85, 671.0 , 671.0 , 671.0 , 671.0 , -   , 671.0 ,TRUE,,,
23-12-85, 671.0 , 671.0 , 671.0 , 671.0 , -   , 671.0 ,TRUE,,,
24-12-85, 672.3 , 672.3 , 672.3 , 672.3 , -   , 672.3 ,TRUE,,,
25-12-85, NA , NA , NA , NA , NA , NA ,TRUE,,,
26-12-85, NA , NA , NA , NA , NA , NA ,TRUE,,,
27-12-85, 676.1 , 676.1 , 676.1 , 676.1 , -   , 676.1 ,TRUE,,,
30-12-85, 681.9 , 681.9 , 681.9 , 681.9 , -   , 681.9 ,TRUE,,,
31-12-85, 681.9 , 681.9 , 681.9 , 681.9 , -   , 681.9 ,TRUE,,,
01-01-86, NA , NA , NA , NA , NA , NA ,TRUE,,,
02-01-86, 686.6 , 686.6 , 686.6 , 686.6 , -   , 686.6 ,TRUE,,,
03-01-86, 690.8 , 690.8 , 690.8 , 690.8 , -   , 690.8 ,TRUE,,,
06-01-86, 689.9 , 689.9 , 689.9 , 689.9 , -   , 689.9 ,TRUE,,,
07-01-86, 685.4 , 685.4 , 685.4 , 685.4 , -   , 685.4 ,TRUE,,,
08-01-86, 680.0 , 680.0 , 680.0 , 680.0 , -   , 680.0 ,TRUE,,,
09-01-86, 669.3 , 669.3 , 669.3 , 669.3 , -   , 669.3 ,TRUE,,,
10-01-86, 674.9 , 674.9 , 674.9 , 674.9 , -   , 674.9 ,TRUE,,,
13-01-86, 672.0 , 672.0 , 672.0 , 672.0 , -   , 672.0 ,TRUE,,,
14-01-86, 664.4 , 664.4 , 664.4 , 664.4 , -   , 664.4 ,TRUE,,,
15-01-86, 672.0 , 672.0 , 672.0 , 672.0 , -   , 672.0 ,TRUE,,,
16-01-86, 674.8 , 674.8 , 674.8 , 674.8 , -   , 674.8 ,TRUE,,,
17-01-86, 676.4 , 676.4 , 676.4 , 676.4 , -   , 676.4 ,TRUE,,,
20-01-86, 669.6 , 669.6 , 669.6 , 669.6 , -   , 669.6 ,TRUE,,,
21-01-86, 667.3 , 667.3 , 667.3 , 667.3 , -   , 667.3 ,TRUE,,,
22-01-86, 673.5 , 673.5 , 673.5 , 673.5 , -   , 673.5 ,TRUE,,,
23-01-86, 669.8 , 669.8 , 669.8 , 669.8 , -   , 669.8 ,TRUE,,,
24-01-86, 673.4 , 673.4 , 673.4 , 673.4 , -   , 673.4 ,TRUE,,,
27-01-86, 679.4 , 679.4 , 679.4 , 679.4 , -   , 679.4 ,TRUE,,,
28-01-86, 689.4 , 689.4 , 689.4 , 689.4 , -   , 689.4 ,TRUE,,,
29-01-86, 688.5 , 688.5 , 688.5 , 688.5 , -   , 688.5 ,TRUE,,,
30-01-86, 693.4 , 693.4 , 693.4 , 693.4 , -   , 693.4 ,TRUE,,,
31-01-86, 696.4 , 696.4 , 696.4 , 696.4 , -   , 696.4 ,TRUE,,,
03-02-86, 692.7 , 692.7 , 692.7 , 692.7 , -   , 692.7 ,TRUE,,,
04-02-86, 694.8 , 694.8 , 694.8 , 694.8 , -   , 694.8 ,TRUE,,,
05-02-86, 692.4 , 692.4 , 692.4 , 692.4 , -   , 692.4 ,TRUE,,,
06-02-86, 694.7 , 694.7 , 694.7 , 694.7 , -   , 694.7 ,TRUE,,,
07-02-86, 702.2 , 702.2 , 702.2 , 702.2 , -   , 702.2 ,TRUE,,,
10-02-86, 709.4 , 709.4 , 709.4 , 709.4 , -   , 709.4 ,TRUE,,,
11-02-86, 707.5 , 707.5 , 707.5 , 707.5 , -   , 707.5 ,TRUE,,,
12-02-86, 714.1 , 714.1 , 714.1 , 714.1 , -   , 714.1 ,TRUE,,,
13-02-86, 716.5 , 716.5 , 716.5 , 716.5 , -   , 716.5 ,TRUE,,,
14-02-86, 719.0 , 719.0 , 719.0 , 719.0 , -   , 719.0 ,TRUE,,,
17-02-86, 718.0 , 718.0 , 718.0 , 718.0 , -   , 718.0 ,TRUE,,,
18-02-86, 725.5 , 725.5 , 725.5 , 725.5 , -   , 725.5 ,TRUE,,,
19-02-86, 726.5 , 726.5 , 726.5 , 726.5 , -   , 726.5 ,TRUE,,,
20-02-86, 726.8 , 726.8 , 726.8 , 726.8 , -   , 726.8 ,TRUE,,,
21-02-86, 737.5 , 737.5 , 737.5 , 737.5 , -   , 737.5 ,TRUE,,,
24-02-86, 745.8 , 745.8 , 745.8 , 745.8 , -   , 745.8 ,TRUE,,,
25-02-86, 743.9 , 743.9 , 743.9 , 743.9 , -   , 743.9 ,TRUE,,,
26-02-86, 746.2 , 746.2 , 746.2 , 746.2 , -   , 746.2 ,TRUE,,,
27-02-86, 752.9 , 752.9 , 752.9 , 752.9 , -   , 752.9 ,TRUE,,,
28-02-86, 750.8 , 750.8 , 750.8 , 750.8 , -   , 750.8 ,TRUE,,,
03-03-86, 747.4 , 747.4 , 747.4 , 747.4 , -   , 747.4 ,TRUE,,,
04-03-86, 752.5 , 752.5 , 752.5 , 752.5 , -   , 752.5 ,TRUE,,,
05-03-86, 762.1 , 762.1 , 762.1 , 762.1 , -   , 762.1 ,TRUE,,,
06-03-86, 761.1 , 761.1 , 761.1 , 761.1 , -   , 761.1 ,TRUE,,,
07-03-86, 763.7 , 763.7 , 763.7 , 763.7 , -   , 763.7 ,TRUE,,,
10-03-86, 765.1 , 765.1 , 765.1 , 765.1 , -   , 765.1 ,TRUE,,,
11-03-86, 776.8 , 776.8 , 776.8 , 776.8 , -   , 776.8 ,TRUE,,,
12-03-86, 790.3 , 790.3 , 790.3 , 790.3 , -   , 790.3 ,TRUE,,,
13-03-86, 786.6 , 786.6 , 786.6 , 786.6 , -   , 786.6 ,TRUE,,,
14-03-86, 791.0 , 791.0 , 791.0 , 791.0 , -   , 791.0 ,TRUE,,,
17-03-86, 791.4 , 791.4 , 791.4 , 791.4 , -   , 791.4 ,TRUE,,,
18-03-86, 799.3 , 799.3 , 799.3 , 799.3 , -   , 799.3 ,TRUE,,,
19-03-86, 807.8 , 807.8 , 807.8 , 807.8 , -   , 807.8 ,TRUE,,,
20-03-86, 819.7 , 819.7 , 819.7 , 819.7 , -   , 819.7 ,TRUE,,,
21-03-86, 820.2 , 820.2 , 820.2 , 820.2 , -   , 820.2 ,TRUE,,,
24-03-86, 809.6 , 809.6 , 809.6 , 809.6 , -   , 809.6 ,TRUE,,,
25-03-86, 796.7 , 796.7 , 796.7 , 796.7 , -   , 796.7 ,TRUE,,,
26-03-86, 803.9 , 803.9 , 803.9 , 803.9 , -   , 803.9 ,TRUE,,,
27-03-86, 810.5 , 810.5 , 810.5 , 810.5 , -   , 810.5 ,TRUE,,,
28-03-86, NA , NA , NA , NA , NA , NA ,TRUE,,,
31-03-86, NA , NA , NA , NA , NA , NA ,TRUE,,,
01-04-86, 818.2 , 818.2 , 818.2 , 818.2 , -   , 818.2 ,TRUE,,,
02-04-86, 825.0 , 825.0 , 825.0 , 825.0 , -   , 825.0 ,TRUE,,,
03-04-86, 832.4 , 832.4 , 832.4 , 832.4 , -   , 832.4 ,TRUE,,,
04-04-86, 832.4 , 832.4 , 832.4 , 832.4 , -   , 832.4 ,TRUE,,,
07-04-86, 822.5 , 822.5 , 822.5 , 822.5 , -   , 822.5 ,TRUE,,,
08-04-86, 818.4 , 818.4 , 818.4 , 818.4 , -   , 818.4 ,TRUE,,,
09-04-86, 811.4 , 811.4 , 811.4 , 811.4 , -   , 811.4 ,TRUE,,,
10-04-86, 822.6 , 822.6 , 822.6 , 822.6 , -   , 822.6 ,TRUE,,,
11-04-86, 825.5 , 825.5 , 825.5 , 825.5 , -   , 825.5 ,TRUE,,,
14-04-86, 822.1 , 822.1 , 822.1 , 822.1 , -   , 822.1 ,TRUE,,,
15-04-86, 809.2 , 809.2 , 809.2 , 809.2 , -   , 809.2 ,TRUE,,,
16-04-86, 812.2 , 812.2 , 812.2 , 812.2 , -   , 812.2 ,TRUE,,,
17-04-86, 820.8 , 820.8 , 820.8 , 820.8 , -   , 820.8 ,TRUE,,,
18-04-86, 820.9 , 820.9 , 820.9 , 820.9 , -   , 820.9 ,TRUE,,,
21-04-86, 817.4 , 817.4 , 817.4 , 817.4 , -   , 817.4 ,TRUE,,,
22-04-86, 816.4 , 816.4 , 816.4 , 816.4 , -   , 816.4 ,TRUE,,,
23-04-86, 803.6 , 803.6 , 803.6 , 803.6 , -   , 803.6 ,TRUE,,,
24-04-86, 794.7 , 794.7 , 794.7 , 794.7 , -   , 794.7 ,TRUE,,,
25-04-86, 797.3 , 797.3 , 797.3 , 797.3 , -   , 797.3 ,TRUE,,,
28-04-86, 801.1 , 801.1 , 801.1 , 801.1 , -   , 801.1 ,TRUE,,,
29-04-86, 813.7 , 813.7 , 813.7 , 813.7 , -   , 813.7 ,TRUE,,,
30-04-86, 816.4 , 816.4 , 816.4 , 816.4 , -   , 816.4 ,TRUE,,,
01-05-86, 807.5 , 807.5 , 807.5 , 807.5 , -   , 807.5 ,TRUE,,,
02-05-86, 812.5 , 812.5 , 812.5 , 812.5 , -   , 812.5 ,TRUE,,,
05-05-86, NA , NA , NA , NA , NA , NA ,TRUE,,,
06-05-86, 807.3 , 807.3 , 807.3 , 807.3 , -   , 807.3 ,TRUE,,,
07-05-86, 796.0 , 796.0 , 796.0 , 796.0 , -   , 796.0 ,TRUE,,,
08-05-86, 789.4 , 789.4 , 789.4 , 789.4 , -   , 789.4 ,TRUE,,,
09-05-86, 788.3 , 788.3 , 788.3 , 788.3 , -   , 788.3 ,TRUE,,,
12-05-86, 789.4 , 789.4 , 789.4 , 789.4 , -   , 789.4 ,TRUE,,,
13-05-86, 797.1 , 797.1 , 797.1 , 797.1 , -   , 797.1 ,TRUE,,,
14-05-86, 786.4 , 786.4 , 786.4 , 786.4 , -   , 786.4 ,TRUE,,,
15-05-86, 779.8 , 779.8 , 779.8 , 779.8 , -   , 779.8 ,TRUE,,,
16-05-86, 772.9 , 772.9 , 772.9 , 772.9 , -   , 772.9 ,TRUE,,,
19-05-86, 775.8 , 775.8 , 775.8 , 775.8 , -   , 775.8 ,TRUE,,,
20-05-86, 780.4 , 780.4 , 780.4 , 780.4 , -   , 780.4 ,TRUE,,,
21-05-86, 783.6 , 783.6 , 783.6 , 783.6 , -   , 783.6 ,TRUE,,,
22-05-86, 786.7 , 786.7 , 786.7 , 786.7 , -   , 786.7 ,TRUE,,,
23-05-86, 793.7 , 793.7 , 793.7 , 793.7 , -   , 793.7 ,TRUE,,,
26-05-86, NA , NA , NA , NA , NA , NA ,TRUE,,,
27-05-86, 791.8 , 791.8 , 791.8 , 791.8 , -   , 791.8 ,TRUE,,,
28-05-86, 798.3 , 798.3 , 798.3 , 798.3 , -   , 798.3 ,TRUE,,,
29-05-86, 791.5 , 791.5 , 791.5 , 791.5 , -   , 791.5 ,TRUE,,,
30-05-86, 788.9 , 788.9 , 788.9 , 788.9 , -   , 788.9 ,TRUE,,,
02-06-86, 787.2 , 787.2 , 787.2 , 787.2 , -   , 787.2 ,TRUE,,,
03-06-86, 789.8 , 789.8 , 789.8 , 789.8 , -   , 789.8 ,TRUE,,,
04-06-86, 789.3 , 789.3 , 789.3 , 789.3 , -   , 789.3 ,TRUE,,,
05-06-86, 793.9 , 793.9 , 793.9 , 793.9 , -   , 793.9 ,TRUE,,,
06-06-86, 794.3 , 794.3 , 794.3 , 794.3 , -   , 794.3 ,TRUE,,,
09-06-86, 793.0 , 793.0 , 793.0 , 793.0 , -   , 793.0 ,TRUE,,,
10-06-86, 785.2 , 785.2 , 785.2 , 785.2 , -   , 785.2 ,TRUE,,,
11-06-86, 777.6 , 777.6 , 777.6 , 777.6 , -   , 777.6 ,TRUE,,,
12-06-86, 778.5 , 778.5 , 778.5 , 778.5 , -   , 778.5 ,TRUE,,,
13-06-86, 781.8 , 781.8 , 781.8 , 781.8 , -   , 781.8 ,TRUE,,,
16-06-86, 787.2 , 787.2 , 787.2 , 787.2 , -   , 787.2 ,TRUE,,,
17-06-86, 791.8 , 791.8 , 791.8 , 791.8 , -   , 791.8 ,TRUE,,,
18-06-86, 797.9 , 797.9 , 797.9 , 797.9 , -   , 797.9 ,TRUE,,,
19-06-86, 803.2 , 803.2 , 803.2 , 803.2 , -   , 803.2 ,TRUE,,,
20-06-86, 806.6 , 806.6 , 806.6 , 806.6 , -   , 806.6 ,TRUE,,,
23-06-86, 801.5 , 801.5 , 801.5 , 801.5 , -   , 801.5 ,TRUE,,,
24-06-86, 801.8 , 801.8 , 801.8 , 801.8 , -   , 801.8 ,TRUE,,,
25-06-86, 805.0 , 805.0 , 805.0 , 805.0 , -   , 805.0 ,TRUE,,,
26-06-86, 808.5 , 808.5 , 808.5 , 808.5 , -   , 808.5 ,TRUE,,,
27-06-86, 808.8 , 808.8 , 808.8 , 808.8 , -   , 808.8 ,TRUE,,,
30-06-86, 815.7 , 815.7 , 815.7 , 815.7 , -   , 815.7 ,TRUE,,,
01-07-86, 820.3 , 820.3 , 820.3 , 820.3 , -   , 820.3 ,TRUE,,,
02-07-86, 819.3 , 819.3 , 819.3 , 819.3 , -   , 819.3 ,TRUE,,,
03-07-86, 818.9 , 818.9 , 818.9 , 818.9 , -   , 818.9 ,TRUE,,,
04-07-86, 816.1 , 816.1 , 816.1 , 816.1 , -   , 816.1 ,TRUE,,,
07-07-86, 809.0 , 809.0 , 809.0 , 809.0 , -   , 809.0 ,TRUE,,,
08-07-86, 795.0 , 795.0 , 795.0 , 795.0 , -   , 795.0 ,TRUE,,,
09-07-86, 799.8 , 799.8 , 799.8 , 799.8 , -   , 799.8 ,TRUE,,,
10-07-86, 805.6 , 805.6 , 805.6 , 805.6 , -   , 805.6 ,TRUE,,,
11-07-86, 805.4 , 805.4 , 805.4 , 805.4 , -   , 805.4 ,TRUE,,,
14-07-86, 794.3 , 794.3 , 794.3 , 794.3 , -   , 794.3 ,TRUE,,,
15-07-86, 790.8 , 790.8 , 790.8 , 790.8 , -   , 790.8 ,TRUE,,,
16-07-86, 792.0 , 792.0 , 792.0 , 792.0 , -   , 792.0 ,TRUE,,,
17-07-86, 797.4 , 797.4 , 797.4 , 797.4 , -   , 797.4 ,TRUE,,,
18-07-86, 787.8 , 787.8 , 787.8 , 787.8 , -   , 787.8 ,TRUE,,,
21-07-86, 775.6 , 775.6 , 775.6 , 775.6 , -   , 775.6 ,TRUE,,,
22-07-86, 774.4 , 774.4 , 774.4 , 774.4 , -   , 774.4 ,TRUE,,,
23-07-86, 779.8 , 779.8 , 779.8 , 779.8 , -   , 779.8 ,TRUE,,,
24-07-86, 769.9 , 769.9 , 769.9 , 769.9 , -   , 769.9 ,TRUE,,,
25-07-86, 767.0 , 767.0 , 767.0 , 767.0 , -   , 767.0 ,TRUE,,,
28-07-86, 767.9 , 767.9 , 767.9 , 767.9 , -   , 767.9 ,TRUE,,,
29-07-86, 769.1 , 769.1 , 769.1 , 769.1 , -   , 769.1 ,TRUE,,,
30-07-86, 775.3 , 775.3 , 775.3 , 775.3 , -   , 775.3 ,TRUE,,,
31-07-86, 771.8 , 771.8 , 771.8 , 771.8 , -   , 771.8 ,TRUE,,,
01-08-86, 773.0 , 773.0 , 773.0 , 773.0 , -   , 773.0 ,TRUE,,,
04-08-86, 768.0 , 768.0 , 768.0 , 768.0 , -   , 768.0 ,TRUE,,,
05-08-86, 773.7 , 773.7 , 773.7 , 773.7 , -   , 773.7 ,TRUE,,,
06-08-86, 764.2 , 764.2 , 764.2 , 764.2 , -   , 764.2 ,TRUE,,,
07-08-86, 757.6 , 757.6 , 757.6 , 757.6 , -   , 757.6 ,TRUE,,,
08-08-86, 757.2 , 757.2 , 757.2 , 757.2 , -   , 757.2 ,TRUE,,,
11-08-86, 762.2 , 762.2 , 762.2 , 762.2 , -   , 762.2 ,TRUE,,,
12-08-86, 770.5 , 770.5 , 770.5 , 770.5 , -   , 770.5 ,TRUE,,,
13-08-86, 780.1 , 780.1 , 780.1 , 780.1 , -   , 780.1 ,TRUE,,,
14-08-86, 783.6 , 783.6 , 783.6 , 783.6 , -   , 783.6 ,TRUE,,,
15-08-86, 790.3 , 790.3 , 790.3 , 790.3 , -   , 790.3 ,TRUE,,,
18-08-86, 793.9 , 793.9 , 793.9 , 793.9 , -   , 793.9 ,TRUE,,,
19-08-86, 793.3 , 793.3 , 793.3 , 793.3 , -   , 793.3 ,TRUE,,,
20-08-86, 792.7 , 792.7 , 792.7 , 792.7 , -   , 792.7 ,TRUE,,,
21-08-86, 794.9 , 794.9 , 794.9 , 794.9 , -   , 794.9 ,TRUE,,,
22-08-86, 794.2 , 794.2 , 794.2 , 794.2 , -   , 794.2 ,TRUE,,,
25-08-86, NA , NA , NA , NA , NA , NA ,TRUE,,,
26-08-86, 798.4 , 798.4 , 798.4 , 798.4 , -   , 798.4 ,TRUE,,,
27-08-86, 803.6 , 803.6 , 803.6 , 803.6 , -   , 803.6 ,TRUE,,,
28-08-86, 807.9 , 807.9 , 807.9 , 807.9 , -   , 807.9 ,TRUE,,,
29-08-86, 817.1 , 817.1 , 817.1 , 817.1 , -   , 817.1 ,TRUE,,,
01-09-86, 823.0 , 823.0 , 823.0 , 823.0 , -   , 823.0 ,TRUE,,,
02-09-86, 821.9 , 821.9 , 821.9 , 821.9 , -   , 821.9 ,TRUE,,,
03-09-86, 823.8 , 823.8 , 823.8 , 823.8 , -   , 823.8 ,TRUE,,,
04-09-86, 827.8 , 827.8 , 827.8 , 827.8 , -   , 827.8 ,TRUE,,,
05-09-86, 830.5 , 830.5 , 830.5 , 830.5 , -   , 830.5 ,TRUE,,,
08-09-86, 823.0 , 823.0 , 823.0 , 823.0 , -   , 823.0 ,TRUE,,,
09-09-86, 825.8 , 825.8 , 825.8 , 825.8 , -   , 825.8 ,TRUE,,,
10-09-86, 822.0 , 822.0 , 822.0 , 822.0 , -   , 822.0 ,TRUE,,,
11-09-86, 812.6 , 812.6 , 812.6 , 812.6 , -   , 812.6 ,TRUE,,,
12-09-86, 794.7 , 794.7 , 794.7 , 794.7 , -   , 794.7 ,TRUE,,,
15-09-86, 804.1 , 804.1 , 804.1 , 804.1 , -   , 804.1 ,TRUE,,,
16-09-86, 790.4 , 790.4 , 790.4 , 790.4 , -   , 790.4 ,TRUE,,,
17-09-86, 793.7 , 793.7 , 793.7 , 793.7 , -   , 793.7 ,TRUE,,,
18-09-86, 796.7 , 796.7 , 796.7 , 796.7 , -   , 796.7 ,TRUE,,,
19-09-86, 790.7 , 790.7 , 790.7 , 790.7 , -   , 790.7 ,TRUE,,,
22-09-86, 796.8 , 796.8 , 796.8 , 796.8 , -   , 796.8 ,TRUE,,,
23-09-86, 794.4 , 794.4 , 794.4 , 794.4 , -   , 794.4 ,TRUE,,,
24-09-86, 791.9 , 791.9 , 791.9 , 791.9 , -   , 791.9 ,TRUE,,,
25-09-86, 780.9 , 780.9 , 780.9 , 780.9 , -   , 780.9 ,TRUE,,,
26-09-86, 774.3 , 774.3 , 774.3 , 774.3 , -   , 774.3 ,TRUE,,,
29-09-86, 762.5 , 762.5 , 762.5 , 762.5 , -   , 762.5 ,TRUE,,,
30-09-86, 768.8 , 768.8 , 768.8 , 768.8 , -   , 768.8 ,TRUE,,,
01-10-86, 777.1 , 777.1 , 777.1 , 777.1 , -   , 777.1 ,TRUE,,,
02-10-86, 776.1 , 776.1 , 776.1 , 776.1 , -   , 776.1 ,TRUE,,,
03-10-86, 770.4 , 770.4 , 770.4 , 770.4 , -   , 770.4 ,TRUE,,,
06-10-86, 777.8 , 777.8 , 777.8 , 777.8 , -   , 777.8 ,TRUE,,,
07-10-86, 783.7 , 783.7 , 783.7 , 783.7 , -   , 783.7 ,TRUE,,,
08-10-86, 782.1 , 782.1 , 782.1 , 782.1 , -   , 782.1 ,TRUE,,,
09-10-86, 791.1 , 791.1 , 791.1 , 791.1 , -   , 791.1 ,TRUE,,,
10-10-86, 789.5 , 789.5 , 789.5 , 789.5 , -   , 789.5 ,TRUE,,,
13-10-86, 794.9 , 794.9 , 794.9 , 794.9 , -   , 794.9 ,TRUE,,,
